id,performed_move_id,t1_millis,t2_millis,t3_millis,question_one,question_two,question_three,session_id
512,14429,1664953151979,1664953163250,1664953164495,0,0,0,11147
511,14428,1664953115752,1664953128000,1664953132844,2,2,2,11147
510,14427,1664953060329,1664953074268,1664953081914,2,2,2,11147
509,14426,1664953021206,1664953037705,1664953038878,2,2,2,11147
508,14425,1664952980237,1664952989121,1664952998552,1,1,1,11147
507,14424,1664952945406,1664952956541,1664952961525,1,0,0,11147
506,14423,1664952906856,1664952915724,1664952928753,2,2,2,11147
505,14422,1664952862367,1664952874401,1664952885494,2,2,2,11147
504,14421,1664952798896,1664952836985,1664952844023,1,0,0,11147
503,14420,1664952769316,1664952778390,1664952786108,1,1,0,11147
502,14419,1664952711988,1664952728923,1664952757928,1,1,2,11147
501,14418,1664952640245,1664952669639,1664952695085,1,2,1,11147
500,14417,1664952584493,1664952588320,1664952612839,1,1,1,11147
499,14416,1664952532996,1664952548830,1664952563719,2,2,2,11147
498,14415,1664952475074,1664952489651,1664952510600,2,2,2,11147
497,14414,1664952438026,1664952449185,1664952455868,0,0,0,11147
496,14413,1664952396594,1664952401805,1664952419076,0,0,1,11147
495,14412,1664952325807,1664952361701,1664952375868,1,2,2,11147
494,14411,1664952279587,1664952284159,1664952300568,0,0,0,11147
493,14409,1664952221926,1664952225962,1664952243053,1,1,1,11147
492,14408,1664952179622,1664952194790,1664952202186,2,2,2,11147
491,14407,1664952125247,1664952142125,1664952152129,2,2,2,11147
490,14406,1664952078864,1664952089176,1664952104678,1,2,2,11147
489,14405,1664952039431,1664952044008,1664952055091,1,1,0,11147
488,14404,1664952008124,1664952016389,1664952032127,2,2,2,11147
487,14403,1664951954811,1664951966156,1664951988063,2,2,2,11147
486,14402,1664951908727,1664951921184,1664951931728,2,2,2,11147
485,14401,1664951863611,1664951882251,1664951891995,1,1,1,11147
484,14400,1664951824134,1664951835275,1664951845521,0,0,0,11147
483,14399,1664951794558,1664951808423,1664951813093,0,0,0,11147
482,14398,1664951761189,1664951774872,1664951783854,1,1,1,11147
481,14397,1664951707771,1664951723826,1664951749756,2,2,2,11147
480,14396,1664951680457,1664951685029,1664951692450,1,1,1,11147
479,14396,1664951663577,1664951669172,1664951676175,0,0,0,11147
478,14395,1664951631886,1664951638537,1664951652297,0,0,0,11147
566,14485,1664959968431,1664959994143,1664960001522,1,1,1,11150
565,14484,1664959931616,1664959944555,1664959952482,0,0,0,11150
564,14483,1664959889712,1664959900844,1664959907732,0,0,0,11150
563,14482,1664959826579,1664959860222,1664959870589,0,0,0,11150
562,14481,1664959773629,1664959790343,1664959800298,0,0,0,11150
561,14480,1664959712543,1664959732454,1664959746597,1,1,1,11150
560,14479,1664959647297,1664959677917,1664959694389,1,1,1,11150
559,14478,1664959604462,1664959613094,1664959623974,1,1,1,11150
558,14477,1664959565940,1664959570514,1664959575988,1,1,1,11150
557,14476,1664959511834,1664959542982,1664959554926,1,1,1,11150
556,14475,1664959457555,1664959473372,1664959484212,2,1,1,11150
555,14474,1664959399377,1664959412817,1664959423363,2,0,0,11150
554,14473,1664959352285,1664959364767,1664959373744,0,0,0,11150
553,14472,1664959310431,1664959326948,1664959333977,0,0,0,11150
552,14471,1664959276293,1664959280876,1664959286246,0,0,0,11150
551,14470,1664959218706,1664959240772,1664959268794,0,0,0,11150
550,14469,1664959176832,1664959179724,1664959197430,0,0,0,11150
549,14468,1664959124738,1664959140510,1664959152871,0,0,0,11150
548,14466,1664959057325,1664959075158,1664959086022,0,0,0,11150
547,14465,1664959015424,1664959024180,1664959033664,1,1,1,11150
546,14464,1664958983718,1664958991213,1664959000707,1,1,1,11150
545,14463,1664958943374,1664958954486,1664958964621,1,1,1,11150
544,14461,1664958876506,1664958887687,1664958895392,1,1,1,11150
543,14460,1664958824466,1664958836864,1664958845756,1,1,1,11150
542,14459,1664958775239,1664958788920,1664958805460,1,1,1,11150
541,14458,1664958729297,1664958740237,1664958749294,1,1,1,11150
540,14457,1664958698929,1664958703516,1664958714854,1,1,1,11150
539,14456,1664958650699,1664958657421,1664958690321,1,1,1,11150
538,14456,1664958616255,1664958626611,1664958644775,1,2,2,11150
537,14455,1664958556116,1664958571517,1664958585245,0,1,2,11150
536,14454,1664958484981,1664958512312,1664958530610,1,1,1,11150
535,14453,1664958463083,1664958467667,1664958474065,1,1,1,11150
534,14452,1664958416495,1664958430347,1664958456804,1,1,1,11150
533,14451,1664958383581,1664958387365,1664958400104,1,2,1,11150
532,14450,1664958336455,1664958350160,1664958366941,2,2,2,11150
531,14449,1664958304038,1664958309626,1664958318275,0,1,0,11150
530,14449,1664958276690,1664958286190,1664958294997,0,1,0,11150
529,14447,1664958231389,1664958246538,1664958262803,1,1,1,11150
528,14446,1664958187792,1664958200712,1664958211537,2,2,2,11150
602,14523,1664963157985,1664963169565,1664963177833,1,1,1,11159
601,14522,1664963097109,1664963112451,1664963125485,1,2,2,11159
600,14521,1664963047577,1664963061797,1664963070435,1,1,2,11159
599,14520,1664963008938,1664963020088,1664963023010,1,1,1,11159
598,14519,1664962940870,1664962945448,1664962988770,1,1,1,11159
597,14518,1664962916629,1664962922808,1664962932916,1,1,2,11159
596,14517,1664962826816,1664962842962,1664962893116,1,1,2,11159
595,14516,1664962773310,1664962788908,1664962801281,1,1,1,11159
594,14515,1664962726764,1664962748808,1664962758486,1,2,2,11159
593,14514,1664962674569,1664962694915,1664962705751,1,0,2,11159
592,14513,1664962607163,1664962631270,1664962643967,1,1,2,11159
591,14512,1664962553662,1664962563296,1664962576019,1,1,1,11159
590,14511,1664962478053,1664962487493,1664962530319,1,2,0,11159
589,14510,1664962431978,1664962436557,1664962455209,1,1,1,11159
588,14509,1664962381413,1664962397333,1664962424477,1,1,2,11159
587,14508,1664962344302,1664962357125,1664962359859,1,1,1,11159
586,14507,1664962301493,1664962306070,1664962326063,1,1,1,11159
585,14506,1664962280228,1664962284802,1664962291347,1,1,1,11159
584,14506,1664962246721,1664962257125,1664962266401,0,0,0,11159
583,14504,1664962214191,1664962218769,1664962221807,1,1,1,11159
582,14503,1664962200002,1664962205736,1664962206224,1,1,1,11159
581,14502,1664962164086,1664962182397,1664962191820,1,1,2,11159
580,14501,1664962111382,1664962124214,1664962135633,1,2,2,11159
579,14500,1664962077246,1664962088512,1664962094018,1,1,0,11159
578,14499,1664962041345,1664962056600,1664962063380,1,2,2,11159
577,14498,1664961989781,1664962006225,1664962029153,1,2,2,11159
576,14497,1664961937113,1664961947559,1664961974885,1,2,2,11159
575,14495,1664961872244,1664961882875,1664961898530,1,2,1,11159
574,14494,1664961831826,1664961840780,1664961858082,1,1,0,11159
573,14493,1664961788957,1664961803968,1664961815381,1,2,1,11159
572,14492,1664961749946,1664961761224,1664961773646,0,0,0,11159
571,14491,1664961731653,1664961736674,1664961741678,1,1,1,11159
569,14490,1664961631425,1664961653529,1664961661015,1,0,1,11159
570,14490,1664961677469,1664961690990,1664961720675,1,1,1,11159
568,14488,1664961604069,1664961608091,1664961618060,1,1,1,11159
567,14488,1664961567935,1664961574593,1664961592410,0,1,0,11159
660,14590,1664968356228,1664968360804,1664968368161,2,2,2,11163
659,14589,1664968313056,1664968330642,1664968342925,2,2,2,11163
658,14587,1664968264433,1664968272943,1664968283670,2,2,2,11163
657,14586,1664968224610,1664968229191,1664968236867,2,2,2,11163
656,14585,1664968198222,1664968207642,1664968215283,2,2,2,11163
655,14584,1664968158623,1664968167593,1664968184089,2,2,2,11163
654,14583,1664968108174,1664968122835,1664968135920,2,2,2,11163
653,14581,1664968047150,1664968055158,1664968072934,1,1,1,11163
652,14580,1664968025540,1664968030110,1664968035636,2,2,2,11163
651,14579,1664967991592,1664968000975,1664968019204,2,2,2,11163
650,14577,1664967926465,1664967931035,1664967937825,2,2,2,11163
649,14576,1664967901599,1664967911008,1664967917933,2,2,2,11163
648,14575,1664967875437,1664967880018,1664967887623,2,2,2,11163
647,14574,1664967826789,1664967844375,1664967865890,2,2,2,11163
646,14573,1664967802610,1664967809102,1664967819285,2,2,2,11163
645,14572,1664967766821,1664967781221,1664967789136,2,2,2,11163
644,14571,1664967723448,1664967732863,1664967742496,2,2,2,11163
643,14570,1664967696024,1664967700597,1664967706323,2,2,2,11163
642,14569,1664967652762,1664967674987,1664967684769,2,2,2,11163
641,14568,1664967600558,1664967609970,1664967625052,2,2,2,11163
640,14567,1664967576302,1664967580874,1664967583748,2,2,2,11163
639,14566,1664967547809,1664967558742,1664967566226,2,2,2,11163
638,14564,1664967465806,1664967470389,1664967477615,2,2,2,11163
637,14560,1664967358562,1664967380615,1664967386971,2,2,2,11163
636,14559,1664967303467,1664967309966,1664967318873,2,2,2,11163
635,14558,1664967252387,1664967268636,1664967283114,2,2,2,11163
634,14557,1664967218967,1664967230230,1664967237670,2,2,2,11163
633,14556,1664967188815,1664967199757,1664967206331,2,2,2,11163
632,14554,1664967127034,1664967138297,1664967151417,2,2,2,11163
631,14553,1664967097009,1664967101585,1664967107956,1,1,1,11163
630,14552,1664967070909,1664967077287,1664967089014,2,2,2,11163
629,14551,1664967007141,1664967019896,1664967050354,1,1,1,11163
628,14550,1664966975434,1664966980006,1664966990643,2,2,2,11163
627,14549,1664966943385,1664966955923,1664966967032,2,2,2,11163
626,14548,1664966892447,1664966906601,1664966927536,2,2,2,11163
625,14547,1664966856741,1664966861314,1664966870189,2,2,2,11163
624,14546,1664966814360,1664966831322,1664966849170,2,2,2,11163
623,14545,1664966754090,1664966758663,1664966791779,2,2,2,11163
622,14544,1664966732893,1664966737473,1664966744137,2,2,2,11163
621,14543,1664966705975,1664966713497,1664966723650,2,2,2,11163
620,14542,1664966670015,1664966680146,1664966691316,2,2,2,11163
619,14541,1664966610867,1664966626418,1664966643014,2,2,2,11163
618,14540,1664966576501,1664966589032,1664966596480,1,1,1,11163
617,14539,1664966540640,1664966552018,1664966560330,2,2,2,11163
616,14538,1664966481738,1664966498638,1664966513197,2,2,2,11163
615,14537,1664966430659,1664966447240,1664966454763,2,2,2,11163
614,14536,1664966372581,1664966397124,1664966408771,2,2,2,11163
613,14535,1664966320471,1664966347924,1664966356764,1,1,1,11163
612,14534,1664966286506,1664966291090,1664966297741,1,1,1,11163
611,14533,1664966210402,1664966229699,1664966264805,1,1,1,11163
610,14532,1664966175731,1664966199738,1664966205555,2,2,2,11163
609,14531,1664966129075,1664966132902,1664966143498,2,2,2,11163
608,14530,1664966080909,1664966085485,1664966117024,1,1,1,11163
607,14529,1664966055313,1664966060301,1664966074584,2,2,2,11163
606,14528,1664966032224,1664966037756,1664966044062,1,1,1,11163
605,14527,1664965988577,1664966018741,1664966024743,1,1,1,11163
604,14526,1664965934103,1664965968050,1664965974630,2,2,2,11163
603,14525,1664965879518,1664965888329,1664965909029,2,2,2,11163
695,14625,1664988293704,1664988299770,1664988314154,2,2,2,11187
694,14624,1664988239236,1664988258456,1664988269037,2,2,2,11187
693,14623,1664988196035,1664988208535,1664988216387,2,2,2,11187
692,14622,1664988158456,1664988165802,1664988173623,2,2,2,11187
691,14621,1664988094669,1664988118831,1664988132853,2,2,2,11187
690,14620,1664988033311,1664988052384,1664988074531,1,1,1,11187
689,14619,1664987993753,1664988004186,1664988025259,1,1,1,11187
688,14618,1664987949338,1664987958770,1664987974806,2,2,2,11187
687,14617,1664987819331,1664987839030,1664987929297,2,2,2,11187
686,14616,1664987766148,1664987793633,1664987804952,2,2,2,11187
685,14615,1664987733455,1664987738039,1664987745897,1,1,1,11187
683,14614,1664987680253,1664987684823,1664987695846,2,2,2,11187
684,14614,1664987698418,1664987702496,1664987727297,1,1,1,11187
682,14613,1664987656454,1664987667092,1664987674298,1,1,1,11187
681,14612,1664987627770,1664987633647,1664987646289,2,2,2,11187
680,14611,1664987595003,1664987598818,1664987612464,1,1,1,11187
679,14610,1664987571189,1664987575766,1664987582396,1,1,1,11187
678,14609,1664987545500,1664987554941,1664987564990,1,1,1,11187
677,14608,1664987517128,1664987521718,1664987532076,1,1,1,11187
676,14607,1664987455055,1664987465126,1664987509837,2,2,2,11187
675,14606,1664987418671,1664987429997,1664987438123,2,2,2,11187
674,14605,1664987330571,1664987357219,1664987400636,0,0,2,11187
673,14604,1664987282304,1664987291790,1664987315518,2,2,2,11187
672,14603,1664987242464,1664987251017,1664987267218,2,2,2,11187
671,14602,1664987210517,1664987217380,1664987227204,2,2,2,11187
670,14601,1664987160800,1664987174903,1664987193290,2,2,2,11187
669,14600,1664987119770,1664987128679,1664987151179,1,1,2,11187
668,14599,1664987070706,1664987081500,1664987106725,1,1,2,11187
667,14598,1664987049487,1664987054059,1664987057424,1,1,1,11187
666,14597,1664987025520,1664987036004,1664987045072,2,2,2,11187
664,14596,1664986960989,1664986977759,1664986984580,2,2,2,11187
665,14596,1664986994906,1664987001667,1664987012847,2,2,2,11187
662,14594,1664986897505,1664986904289,1664986925364,1,2,2,11187
663,14594,1664986939969,1664986944556,1664986950862,1,1,1,11187
661,14592,1664986874632,1664986880139,1664986886843,1,1,1,11187
759,14688,1665106394891,1665106399483,1665106406610,1,1,0,11341
758,14687,1665106329359,1665106340935,1665106387999,1,1,0,11341
757,14686,1665106300832,1665106312030,1665106317680,1,1,0,11341
756,14685,1665106253626,1665106265206,1665106282463,1,1,0,11341
755,14684,1665106225398,1665106229978,1665106235065,1,1,0,11341
754,14683,1665106187266,1665106191838,1665106213609,1,1,0,11341
753,14682,1665106152159,1665106163294,1665106175591,1,1,0,11341
752,14681,1665106117681,1665106128815,1665106134479,1,1,0,11341
751,14680,1665106085543,1665106090115,1665106099957,1,1,0,11341
750,14679,1665106054367,1665106065952,1665106072557,1,1,0,11341
749,14678,1665106023832,1665106026710,1665106036775,1,1,0,11341
748,14677,1665105984435,1665105996905,1665106005693,1,1,0,11341
747,14676,1665105964195,1665105968767,1665105975064,1,1,0,11341
746,14675,1665105931453,1665105947812,1665105957175,1,1,0,11341
745,14674,1665105894307,1665105907156,1665105913694,1,1,0,11341
744,14673,1665105858190,1665105870710,1665105877381,1,1,0,11341
743,14672,1665105828346,1665105831242,1665105841666,1,1,1,11341
742,14671,1665105778685,1665105783261,1665105809824,1,1,0,11341
741,14670,1665105760213,1665105762959,1665105771361,1,1,0,11341
740,14670,1665105738946,1665105743515,1665105754642,1,1,0,11341
739,14669,1665105709183,1665105717794,1665105730959,1,1,0,11341
738,14668,1665105672005,1665105685793,1665105697727,1,1,0,11341
737,14667,1665105627353,1665105644943,1665105654372,1,1,0,11341
736,14666,1665105609912,1665105614481,1665105619763,1,1,0,11341
735,14665,1665105586261,1665105594469,1665105599942,1,1,0,11341
734,14664,1665105547826,1665105559406,1665105570628,1,1,1,11341
733,14663,1665105519773,1665105524344,1665105532381,1,1,0,11341
732,14663,1665105489791,1665105493700,1665105503160,1,1,0,11341
731,14661,1665105452227,1665105464693,1665105472223,1,1,0,11341
730,14660,1665105420174,1665105431766,1665105437505,1,1,0,11341
729,14659,1665105382923,1665105386971,1665105403164,1,2,1,11341
728,14658,1665105338743,1665105352822,1665105363556,1,1,0,11341
727,14657,1665105301925,1665105314799,1665105329839,1,1,0,11341
726,14656,1665105271716,1665105278722,1665105289432,1,1,0,11341
725,14656,1665105240040,1665105255748,1665105267990,1,1,0,11341
724,14655,1665105206659,1665105216130,1665105221592,1,1,1,11341
723,14654,1665105176517,1665105181092,1665105192997,1,1,0,11341
722,14654,1665105126498,1665105152316,1665105161911,1,1,1,11341
721,14652,1665105074108,1665105091692,1665105103289,1,1,0,11341
720,14651,1665105026329,1665105051700,1665105066759,2,2,1,11341
719,14650,1665104991596,1665104996170,1665105003755,1,1,0,11341
718,14650,1665104942350,1665104972531,1665104978535,1,1,0,11341
717,14648,1665104890582,1665104923197,1665104928889,1,1,0,11341
716,14647,1665104864996,1665104869567,1665104877705,1,1,0,11341
715,14646,1665104844743,1665104849315,1665104856093,2,1,0,11341
714,14645,1665104791691,1665104821547,1665104836589,2,2,2,11341
713,14644,1665104761024,1665104765597,1665104771039,1,1,0,11341
712,14643,1665104716336,1665104742560,1665104752406,1,2,1,11341
711,14642,1665104685511,1665104690099,1665104695855,1,1,0,11341
710,14641,1665104627396,1665104646576,1665104677022,1,1,0,11341
709,14641,1665104597508,1665104606699,1665104619955,1,1,1,11341
708,14640,1665104547492,1665104571292,1665104581096,2,2,2,11341
707,14638,1665104504845,1665104515530,1665104524455,1,1,0,11341
706,14637,1665104477033,1665104483720,1665104489923,2,2,2,11341
705,14636,1665104412711,1665104417308,1665104453228,2,2,2,11341
704,14635,1665104326573,1665104355110,1665104404139,2,2,2,11341
703,14634,1665104291241,1665104298211,1665104305881,2,2,2,11341
702,14633,1665104225511,1665104252120,1665104271888,1,2,2,11341
701,14632,1665104193205,1665104199675,1665104209405,1,1,1,11341
700,14632,1665104143974,1665104167911,1665104175055,1,1,2,11341
699,14630,1665104087034,1665104121121,1665104128090,2,2,2,11341
698,14629,1665104019933,1665104028763,1665104071271,2,1,1,11341
697,14629,1665103950809,1665103962627,1665104002238,2,1,2,11341
696,14627,1665103907981,1665103917756,1665103933796,2,2,2,11341
815,14747,1665112002209,1665112007100,1665112035055,2,2,2,11363
814,14746,1665111973409,1665111977055,1665111992173,2,2,2,11363
813,14745,1665111939551,1665111947222,1665111954681,2,2,2,11363
812,14744,1665111876389,1665111906040,1665111915410,2,2,2,11363
811,14743,1665111847746,1665111852571,1665111858345,2,2,2,11363
810,14742,1665111820726,1665111823929,1665111836862,2,2,2,11363
809,14741,1665111792233,1665111797116,1665111802862,2,2,2,11363
808,14740,1665111748859,1665111768381,1665111781435,2,2,2,11363
807,14739,1665111703609,1665111722967,1665111739908,2,2,2,11363
806,14738,1665111661517,1665111664562,1665111688366,2,2,2,11363
805,14737,1665111622833,1665111630248,1665111643545,2,2,2,11363
804,14736,1665111584749,1665111595091,1665111604093,2,2,2,11363
803,14735,1665111539471,1665111551027,1665111561296,2,2,2,11363
802,14734,1665111497408,1665111509627,1665111515965,2,2,2,11363
801,14733,1665111457138,1665111471262,1665111477251,2,2,2,11363
800,14732,1665111421172,1665111430901,1665111439985,2,2,2,11363
799,14731,1665111350908,1665111379334,1665111394525,2,2,2,11363
798,14730,1665111295323,1665111307070,1665111327648,2,2,2,11363
797,14729,1665111235799,1665111260516,1665111268978,2,2,2,11363
796,14728,1665111185188,1665111197024,1665111215495,2,2,2,11363
795,14727,1665111152023,1665111163454,1665111170133,2,2,2,11363
794,14726,1665111125983,1665111129221,1665111137855,2,2,2,11363
793,14725,1665111056981,1665111095814,1665111107011,2,2,2,11363
792,14724,1665111011082,1665111018930,1665111042944,2,2,2,11363
791,14723,1665110984391,1665110989323,1665110996402,2,2,2,11363
790,14722,1665110882797,1665110892414,1665110975634,2,2,2,11363
789,14721,1665110834849,1665110839198,1665110862644,2,2,2,11363
788,14720,1665110803818,1665110808694,1665110814544,2,2,2,11363
787,14719,1665110741706,1665110785672,1665110794017,2,2,2,11363
786,14718,1665110651637,1665110663842,1665110724447,2,2,2,11363
785,14717,1665110614867,1665110619749,1665110626516,2,2,2,11363
784,14716,1665110595126,1665110599997,1665110606002,2,2,2,11363
783,14715,1665110574895,1665110579776,1665110586792,2,2,2,11363
782,14714,1665110530447,1665110546994,1665110566480,2,2,2,11363
781,14713,1665110500136,1665110505003,1665110518494,2,2,2,11363
780,14712,1665110463604,1665110476608,1665110493961,2,2,2,11363
779,14711,1665110420228,1665110426667,1665110453872,2,2,2,11363
778,14710,1665110373093,1665110382225,1665110404993,2,2,2,11363
777,14709,1665110331427,1665110339873,1665110361349,2,2,2,11363
776,14708,1665110303864,1665110308792,1665110314512,2,2,2,11363
775,14707,1665110255912,1665110272730,1665110298097,2,2,2,11363
774,14706,1665110226415,1665110231345,1665110243902,2,2,2,11363
773,14706,1665110126543,1665110131429,1665110220543,2,2,2,11363
772,14705,1665110097898,1665110102076,1665110120294,2,2,2,11363
771,14703,1665110040760,1665110045692,1665110085607,2,2,2,11363
770,14702,1665109992626,1665109998645,1665110033602,2,2,2,11363
769,14701,1665109946899,1665109957908,1665109985710,2,2,2,11363
768,14699,1665109646939,1665109651793,1665109662834,2,2,2,11363
767,14698,1665109612909,1665109618985,1665109642024,2,2,2,11363
766,14696,1665109057433,1665109062342,1665109077691,2,2,2,11363
765,14695,1665108996995,1665109017991,1665109050029,2,2,2,11363
764,14694,1665108964054,1665108970377,1665108992374,2,2,2,11363
763,14693,1665108922317,1665108929410,1665108957892,2,2,2,11363
762,14692,1665108853602,1665108883923,1665108903364,2,2,2,11363
761,14691,1665108808752,1665108820074,1665108842956,2,2,2,11363
760,14691,1665108748212,1665108754744,1665108795180,2,2,2,11363
847,14779,1665114875363,1665114890052,1665114897932,2,2,2,11365
846,14778,1665114841530,1665114846453,1665114853064,2,2,2,11365
845,14777,1665114791687,1665114804238,1665114829390,2,2,2,11365
844,14776,1665114737340,1665114747346,1665114762350,2,2,2,11365
843,14775,1665114660772,1665114683899,1665114707668,2,2,2,11365
842,14774,1665114612492,1665114620326,1665114637049,2,2,2,11365
841,14773,1665114535412,1665114561408,1665114583570,2,2,2,11365
840,14772,1665114494285,1665114498636,1665114510990,0,1,0,11365
839,14771,1665114447564,1665114462723,1665114473042,2,2,2,11365
838,14770,1665114372988,1665114390629,1665114419006,2,2,2,11365
837,14769,1665114339658,1665114343795,1665114356083,1,1,0,11365
836,14769,1665114311426,1665114324615,1665114332631,0,0,0,11365
835,14768,1665114267010,1665114274765,1665114297275,0,1,0,11365
834,14767,1665114233616,1665114240185,1665114250892,1,1,0,11365
833,14766,1665114150233,1665114160065,1665114218514,2,2,2,11365
832,14765,1665114114325,1665114121802,1665114131055,1,1,1,11365
831,14764,1665114080059,1665114083743,1665114093714,2,2,2,11365
830,14763,1665114033592,1665114045823,1665114066230,1,2,2,11365
829,14762,1665113993750,1665114000558,1665114015734,2,2,2,11365
828,14761,1665113934892,1665113950474,1665113973104,2,2,2,11365
827,14760,1665113896661,1665113901519,1665113923205,2,2,2,11365
826,14760,1665113858526,1665113869482,1665113883864,2,2,2,11365
825,14758,1665113822119,1665113830620,1665113843719,2,2,2,11365
824,14757,1665113771508,1665113786764,1665113807368,2,2,2,11365
823,14757,1665113708343,1665113720722,1665113759148,2,2,1,11365
822,14755,1665113675274,1665113683157,1665113696741,2,2,2,11365
821,14754,1665113618115,1665113625597,1665113663542,1,1,1,11365
820,14753,1665113557624,1665113586447,1665113606048,1,2,2,11365
819,14753,1665113525149,1665113531311,1665113545368,2,1,1,11365
818,14752,1665113488118,1665113500324,1665113514533,2,1,1,11365
817,14751,1665113452708,1665113461780,1665113477027,2,2,2,11365
816,14750,1665113407231,1665113415063,1665113431829,2,2,2,11365
887,14818,1665364156833,1665364167121,1665364190683,2,2,0,11376
886,14817,1665364098437,1665364118666,1665364131453,2,2,2,11376
885,14816,1665364038925,1665364048239,1665364071396,2,2,2,11376
884,14815,1665363988090,1665363997382,1665364010566,2,2,0,11376
883,14814,1665363921456,1665363945411,1665363957931,2,2,2,11376
881,14813,1665363820990,1665363830340,1665363863715,2,2,2,11376
882,14813,1665363882358,1665363886950,1665363895172,1,1,1,11376
880,14811,1665363754899,1665363779687,1665363796371,2,2,2,11376
879,14810,1665363705301,1665363712999,1665363727346,1,2,1,11376
878,14809,1665363662326,1665363674674,1665363681801,1,1,1,11376
877,14808,1665363612017,1665363633518,1665363646896,2,0,2,11376
876,14807,1665363549891,1665363563468,1665363589713,2,2,2,11376
875,14806,1665363494687,1665363509183,1665363533470,2,2,2,11376
874,14805,1665363448298,1665363456849,1665363475229,2,2,2,11376
873,14804,1665363400696,1665363410387,1665363428121,1,1,1,11376
872,14803,1665363346403,1665363358616,1665363384871,1,1,1,11376
871,14802,1665363316282,1665363320854,1665363327466,1,1,1,11376
870,14801,1665363280297,1665363288384,1665363306719,2,2,2,11376
869,14800,1665363237702,1665363242273,1665363260451,1,1,1,11376
868,14800,1665363207312,1665363210077,1665363224412,2,2,1,11376
867,14799,1665363145934,1665363170833,1665363189805,0,2,2,11376
866,14798,1665363103467,1665363111832,1665363126156,2,2,2,11376
865,14797,1665363066845,1665363071473,1665363083039,1,1,1,11376
864,14796,1665363031749,1665363036336,1665363052282,1,1,1,11376
863,14796,1665362964116,1665362970815,1665363008991,1,2,0,11376
862,14794,1665362923349,1665362930370,1665362944653,2,2,2,11376
861,14793,1665362862720,1665362890713,1665362904119,1,0,2,11376
860,14792,1665362824479,1665362836961,1665362842794,1,1,1,11376
859,14792,1665362777447,1665362786869,1665362806299,1,1,1,11376
858,14790,1665362695502,1665362720101,1665362755732,0,0,1,11376
857,14789,1665362636950,1665362640844,1665362678039,0,0,0,11376
856,14789,1665362603593,1665362610727,1665362625911,1,1,0,11376
855,14788,1665362572701,1665362577272,1665362586261,1,1,1,11376
854,14788,1665362521789,1665362545700,1665362563563,1,0,2,11376
853,14786,1665362487616,1665362495803,1665362507302,2,1,2,11376
852,14785,1665362460565,1665362465153,1665362472643,1,1,1,11376
851,14785,1665362376557,1665362402922,1665362449294,1,0,2,11376
850,14783,1665362333171,1665362339944,1665362360807,2,2,1,11376
849,14782,1665362304837,1665362310337,1665362317978,2,2,0,11376
848,14782,1665362255400,1665362263692,1665362287762,2,2,2,11376
921,14853,1665367287035,1665367291607,1665367300775,1,1,1,11384
920,14852,1665367265569,1665367270138,1665367275990,2,1,1,11384
919,14851,1665367240932,1665367245509,1665367253819,2,1,1,11384
918,14850,1665367218335,1665367222920,1665367229661,2,1,1,11384
917,14849,1665367173342,1665367184072,1665367207085,2,1,2,11384
916,14848,1665367126889,1665367135100,1665367147296,2,1,2,11384
915,14847,1665367069025,1665367091538,1665367099830,1,2,2,11384
914,14846,1665367025202,1665367032229,1665367044477,2,1,2,11384
913,14845,1665366942890,1665366969416,1665366999600,2,2,2,11384
912,14844,1665366875781,1665366882366,1665366918393,2,1,2,11384
911,14843,1665366796805,1665366820629,1665366849106,2,1,2,11384
910,14842,1665366747525,1665366759475,1665366775968,2,1,2,11384
909,14841,1665366708229,1665366714173,1665366727271,2,2,2,11384
908,14840,1665366625126,1665366658571,1665366685700,1,2,2,11384
907,14839,1665366574137,1665366583462,1665366601836,1,2,2,11384
906,14838,1665366534519,1665366545800,1665366555451,1,1,1,11384
905,14837,1665366474029,1665366502573,1665366520749,2,2,2,11384
904,14836,1665366430426,1665366436723,1665366452812,2,2,2,11384
903,14835,1665366379207,1665366400540,1665366412013,2,1,1,11384
902,14834,1665366335985,1665366340560,1665366359950,1,1,1,11384
901,14833,1665366303936,1665366314007,1665366325209,2,2,2,11384
900,14832,1665366235088,1665366244555,1665366269543,2,2,2,11384
899,14831,1665366202217,1665366207760,1665366215983,1,1,1,11384
898,14830,1665366165205,1665366182666,1665366194859,2,2,2,11384
897,14829,1665366128032,1665366140516,1665366155866,2,2,1,11384
896,14829,1665366104511,1665366108432,1665366119632,2,2,2,11384
895,14828,1665366028717,1665366043308,1665366093815,2,2,1,11384
894,14826,1665365992536,1665366001139,1665366016783,2,2,2,11384
893,14826,1665365959080,1665365966831,1665365976382,1,2,2,11384
892,14825,1665365901840,1665365931549,1665365947265,1,0,1,11384
891,14823,1665365869384,1665365882494,1665365892034,1,1,1,11384
890,14823,1665365827431,1665365841611,1665365859306,2,1,2,11384
889,14822,1665365788982,1665365796085,1665365815765,2,2,2,11384
888,14821,1665365737002,1665365750357,1665365764399,1,2,1,11384
950,14883,1665370312757,1665370334997,1665370341072,2,1,2,11388
949,14882,1665370261250,1665370270654,1665370288555,2,2,2,11388
948,14881,1665370198217,1665370207338,1665370237739,2,2,1,11388
947,14880,1665370136553,1665370160616,1665370173491,2,2,2,11388
946,14879,1665370091698,1665370102421,1665370114025,2,1,1,11388
945,14878,1665370047042,1665370061131,1665370070346,2,1,2,11388
944,14877,1665370005734,1665370016875,1665370024183,2,2,2,11388
